,date,GDP,CPI,Unemployment Rate,Federal Funds Rate,Personal Consumption Expenditures,Industrial Production,Retail Sales,M2 Money Stock,VIX,TED Spread,sentiment_score,execid,distcd
10883,2025-04-29,29977.632,319.615,4.2,4.33,20653.3,103.8892,722025.0,21762.5,24.17,0.09,0,-1,-1
